0 	1
0.0071066 	1
0.0142132 	1
0.0213198 	1
0.0284264 	1
0.035533 	1
0.0426396 	1
0.0497462 	1
0.0568528 	1
0.0639594 	1
0.071066 	1
0.0781726 	1
0.0852792 	1
0.0923858 	1
0.0994924 	1
0.106599 	1
0.113706 	1
0.120812 	1
0.127919 	1
0.135025 	1
0.142132 	1
0.149239 	1
0.156345 	1
0.163452 	1
0.170558 	1
0.177665 	1
0.184772 	1
0.191878 	1
0.198985 	1
0.206091 	1
0.213198 	1
0.220305 	1
0.227411 	1
0.234518 	1
0.241624 	1
0.248731 	1
0.255838 	1
0.262944 	1
0.270051 	1
0.277157 	1
0.284264 	1
0.291371 	1
0.298477 	1
0.305584 	1
0.31269 	1
0.319797 	1
0.326904 	1
0.33401 	1
0.341117 	1
0.348223 	1
0.35533 	1
0.362437 	1
0.369543 	1
0.37665 	1
0.383756 	0.999999
0.390863 	0.999999
0.39797 	0.999999
0.405076 	0.999999
0.412183 	1
0.419289 	1
0.426396 	1
0.433503 	1.00001
0.440609 	1.00001
0.447716 	1.00001
0.454822 	1
0.461929 	0.999991
0.469036 	0.999979
0.476142 	0.999961
0.483249 	0.999946
0.490355 	0.999949
0.497462 	0.999973
0.504569 	1.00004
0.511675 	1.00012
0.518782 	1.00024
0.525888 	1.00032
0.532995 	1.00034
0.540102 	1.00026
0.547208 	0.999963
0.554315 	0.999509
0.561421 	0.998813
0.568528 	0.998035
0.575635 	0.997279
0.582741 	0.997083
0.589848 	0.997692
0.596954 	0.999523
0.604061 	1.00341
0.611168 	1.00865
0.618274 	1.01568
0.625381 	1.02314
0.632487 	1.03013
0.639594 	1.03301
0.646701 	1.03088
0.653807 	1.01961
0.660914 	0.994706
0.66802 	0.9554
0.675127 	0.899858
0.682234 	0.830001
0.68934 	0.745968
0.696447 	0.653337
0.703553 	0.551758
0.71066 	0.448242
0.717767 	0.346663
0.724873 	0.254032
0.73198 	0.169999
0.739086 	0.100142
0.746193 	0.0445999
0.7533 	0.00529425
0.760406 	-0.0196134
0.767513 	-0.0308791
0.774619 	-0.033015
0.781726 	-0.030131
0.788833 	-0.0231399
0.795939 	-0.0156768
0.803046 	-0.00864524
0.810152 	-0.00340762
0.817259 	0.00047665
0.824366 	0.00230774
0.831472 	0.00291719
0.838579 	0.00272101
0.845685 	0.00196499
0.852792 	0.00118709
0.859899 	0.000490871
0.867005 	3.7318e-05
0.874112 	-0.000261088
0.881219 	-0.000337894
0.888325 	-0.000315078
0.895432 	-0.000235866
0.902538 	-0.000123533
0.909645 	-3.58936e-05
0.916752 	2.72608e-05
0.923858 	5.11619e-05
0.930965 	5.39266e-05
0.938071 	3.87375e-05
0.945178 	2.14185e-05
0.952285 	8.68296e-06
0.959391 	-1.79498e-06
0.966498 	-5.35086e-06
0.973604 	-6.6117e-06
0.980711 	-5.548e-06
0.987818 	-3.43995e-06
0.994924 	-1.55091e-06
1.00203 	9.41944e-08
1.00914 	8.83243e-07
1.01624 	1.32264e-06
1.02335 	1.16713e-06
1.03046 	8.70891e-07
1.03756 	4.98887e-07
1.04467 	9.88606e-08
1.05178 	-1.42243e-07
1.05888 	-2.96318e-07
1.06599 	-2.7374e-07
1.0731 	-1.92276e-07
1.0802 	-7.12321e-08
1.08731 	3.17471e-08
1.09442 	6.63315e-08
1.10152 	8.04862e-08
1.10863 	4.77981e-08
1.11574 	1.45098e-08
1.12284 	-3.04769e-09
1.12995 	-1.64236e-08
1.13706 	-1.08245e-08
1.14416 	-2.95818e-09
1.15127 	3.9681e-09
1.15838 	1.06484e-08
1.16548 	9.86362e-09
1.17259 	7.5945e-09
1.1797 	3.51649e-09
1.1868 	-9.528e-10
1.19391 	-2.86877e-09
1.20102 	-4.01e-09
1.20812 	-3.20153e-09
1.21523 	-2.00098e-09
1.22234 	-8.23508e-10
1.22944 	1.30015e-10
1.23655 	3.21652e-10
1.24366 	3.66422e-10
1.25076 	1.50289e-10
1.25787 	-1.85575e-11
1.26497 	-4.98466e-11
1.27208 	-5.0687e-11
1.27919 	1.75761e-11
1.28629 	6.77152e-11
1.2934 	6.15282e-11
1.30051 	4.3161e-11
1.30761 	1.33962e-12
1.31472 	-3.2359e-11
1.32183 	-3.39213e-11
1.32893 	-2.92552e-11
1.33604 	-8.94024e-12
1.34315 	8.19611e-12
1.35025 	1.25348e-11
1.35736 	1.41891e-11
1.36447 	6.46884e-12
1.37157 	-9.63555e-14
1.37868 	-2.91189e-12
1.38579 	-4.65809e-12
1.39289 	-2.81689e-12
1.4 	-1.34918e-12
1.40711 	-4.51384e-14
1.41421 	9.06702e-13
