0 	0 	0 	0
0.015873016 	-0.0010526192 	0.026787845 	0
0.031746032 	-0.003983856 	0.051795528 	0
0.047619048 	-0.008593704 	0.074821362 	0
0.063492063 	-0.014662572 	0.095769757 	0
0.079365079 	-0.021987914 	0.11450466 	0
0.095238095 	-0.030344406 	0.13099446 	0
0.11111111 	-0.039541056 	0.14517609 	0
0.12698413 	-0.049363281 	0.157076 	0
0.14285714 	-0.059643025 	0.16669591 	0
0.15873016 	-0.070189319 	0.17410923 	0
0.17460317 	-0.080864288 	0.17936943 	0
0.19047619 	-0.09150854 	0.18258331 	0
0.20634921 	-0.10201712 	0.18384098 	0
0.22222222 	-0.11226518 	0.18326893 	0
0.23809524 	-0.1221795 	0.18097912 	0
0.25396825 	-0.1316686 	0.17710565 	0
0.26984127 	-0.14068697 	0.17176975 	0
0.28571429 	-0.14917247 	0.16510373 	0
0.3015873 	-0.15710169 	0.15722842 	0
0.31746032 	-0.16443623 	0.14826803 	0
0.33333333 	-0.17116876 	0.13833661 	0
0.34920635 	-0.17727854 	0.12754673 	0
0.36507937 	-0.18276853 	0.11600222 	0
0.38095238 	-0.18762997 	0.10380295 	0
0.3968254 	-0.19187113 	0.091041488 	0
0.41269841 	-0.19549031 	0.077805722 	0
0.42857143 	-0.19849709 	0.064177827 	0
0.44444444 	-0.200893 	0.05023575 	0
0.46031746 	-0.20268601 	0.036053411 	0
0.47619048 	-0.20387812 	0.021701718 	0
0.49206349 	-0.20447376 	0.0072493287 	0
0.50793651 	-0.2044738 	-0.007236486 	0
0.52380952 	-0.20387822 	-0.021688871 	0
0.53968254 	-0.20268619 	-0.036040555 	0
0.55555556 	-0.20089324 	-0.050222882 	0
0.57142857 	-0.19849739 	-0.064164944 	0
0.58730159 	-0.19549066 	-0.077792823 	0
0.6031746 	-0.19187152 	-0.091028572 	0
0.61904762 	-0.18763041 	-0.10379002 	0
0.63492063 	-0.18276899 	-0.11598928 	0
0.65079365 	-0.17727902 	-0.12753378 	0
0.66666667 	-0.17116924 	-0.13832366 	0
0.68253968 	-0.16443671 	-0.14825511 	0
0.6984127 	-0.15710214 	-0.15721553 	0
0.71428571 	-0.14917289 	-0.16509088 	0
0.73015873 	-0.14068735 	-0.17175697 	0
0.74603175 	-0.13166893 	-0.17709296 	0
0.76190476 	-0.12217976 	-0.18096653 	0
0.77777778 	-0.11226537 	-0.18325646 	0
0.79365079 	-0.10201723 	-0.18382866 	0
0.80952381 	-0.091508568 	-0.18257115 	0
0.82539683 	-0.080864238 	-0.17935743 	0
0.84126984 	-0.070189187 	-0.1740974 	0
0.85714286 	-0.059642825 	-0.16668427 	0
0.87301587 	-0.049363014 	-0.15706457 	0
0.88888889 	-0.039540745 	-0.14516494 	0
0.9047619 	-0.03034406 	-0.1309837 	0
0.92063492 	-0.021987561 	-0.11449452 	0
0.93650794 	-0.01466223 	-0.095760557 	0
0.95238095 	-0.0085934052 	-0.074813567 	0
0.96825397 	-0.0039836251 	-0.051789711 	0
0.98412698 	-0.0010524895 	-0.026784661 	0
1 	-1.1453975e-16 	-3.0005375e-15 	0
