0 	0 	0 	0
0.015873016 	-0.011758127 	8.8933767e-06 	0
0.031746032 	-0.022735628 	1.6683212e-05 	0
0.047619048 	-0.033063663 	1.6169206e-05 	0
0.063492063 	-0.042845103 	4.2581131e-06 	0
0.079365079 	-0.052190192 	-1.8188886e-05 	0
0.095238095 	-0.061179414 	-4.6461255e-05 	0
0.11111111 	-0.069899378 	-7.2579038e-05 	0
0.12698413 	-0.078408552 	-8.4938939e-05 	0
0.14285714 	-0.08677111 	-6.9167062e-05 	0
0.15873016 	-0.095024694 	-7.5059965e-06 	0
0.17460317 	-0.10321209 	0.00012015235 	0
0.19047619 	-0.1113506 	0.0003369611 	0
0.20634921 	-0.11946156 	0.00066794981 	0
0.22222222 	-0.12754122 	0.0011406479 	0
0.23809524 	-0.13558829 	0.0017837933 	0
0.25396825 	-0.14357651 	0.0026277624 	0
0.26984127 	-0.15148035 	0.0037031541 	0
0.28571429 	-0.15924966 	0.0050409434 	0
0.3015873 	-0.16683365 	0.0066709454 	0
0.31746032 	-0.17415805 	0.0086216613 	0
0.33333333 	-0.18114744 	0.010918652 	0
0.34920635 	-0.18770548 	0.013584107 	0
0.36507937 	-0.19373553 	0.016635204 	0
0.38095238 	-0.19912431 	0.020083502 	0
0.3968254 	-0.2037607 	0.023933418 	0
0.41269841 	-0.20752321 	0.028181612 	0
0.42857143 	-0.21029641 	0.032815777 	0
0.44444444 	-0.21196241 	0.037814228 	0
0.46031746 	-0.21241423 	0.043145212 	0
0.47619048 	-0.21155118 	0.048766905 	0
0.49206349 	-0.20928826 	0.054627427 	0
0.50793651 	-0.20555507 	0.060665373 	0
0.52380952 	-0.20030032 	0.066810606 	0
0.53968254 	-0.19349362 	0.072985288 	0
0.55555556 	-0.18512441 	0.079105397 	0
0.57142857 	-0.17520589 	0.085082029 	0
0.58730159 	-0.1637681 	0.090823428 	0
0.6031746 	-0.15086308 	0.09623617 	0
0.61904762 	-0.13655264 	0.1012274 	0
0.63492063 	-0.12091352 	0.10570546 	0
0.65079365 	-0.10402101 	0.10958204 	0
0.66666667 	-0.085952339 	0.11277188 	0
0.68253968 	-0.066768011 	0.11519479 	0
0.6984127 	-0.046510378 	0.11677425 	0
0.71428571 	-0.025185095 	0.11743956 	0
0.73015873 	-0.0027505023 	0.11712365 	0
0.74603175 	0.020897773 	0.1157662 	0
0.76190476 	0.045951773 	0.1133115 	0
0.77777778 	0.072698374 	0.10971403 	0
0.79365079 	0.10156208 	0.10493815 	0
0.80952381 	0.13309332 	0.098968161 	0
0.82539683 	0.1680256 	0.091812149 	0
0.84126984 	0.20722307 	0.083518504 	0
0.85714286 	0.25173439 	0.074185158 	0
0.87301587 	0.30266219 	0.063981787 	0
0.88888889 	0.3611801 	0.053161276 	0
0.9047619 	0.42827888 	0.04207921 	0
0.92063492 	0.50471583 	0.031194705 	0
0.93650794 	0.5906222 	0.021066429 	0
0.95238095 	0.68541294 	0.012317348 	0
0.96825397 	0.78734819 	0.005575507 	0
0.98412698 	0.89358318 	0.001372182 	0
1 	1 	1.4867248e-16 	0
